input,reference,decoded1,decoded2,decoded3
badhotri,बढ़ोतरी,बाधोत्री,बदधोत्री,बधधोत्री
batlaae,बतलाए,बतलाए,बटलाए,बतलाई
batlaaye,बतलाए,बतलाये,बतलाएे,बटलाये
batlae,बतलाए,बतलाए,बतलाई,बटलाए
batlaye,बतलाए,बतलाए,बटलाए,बतलाय
batlaakar,बतलाकर,बतलाकर,बटलाकर,बतलाका
batlakar,बतलाकर,बटलाकर,बतलाकर,बटलककर
badlapur,बदलापुर,बदलापुर,बदलापूर,बडलापुर
badali,बदली,बदली,बडली,बाली
badli,बदली,बदली,बडली,बाली
badam,बदाम,बदम,बाम,बदा
banva,बनवा,बनवा,बंवा,बावा
banvaa,बनवा,बनवा,बंवा,बावा
banaam,बनाम,बनाम,बााम,बणाम
banam,बनाम,बनम,बना,बन्
bnaam,बनाम,बनाम,ब्ाम,बनां
baniya,बनिया,बनिया,बािया,बैिया
banu,बनू,बानू,बननू,बानु
barpaayaa,बरपाया,बरपाया,बापाया,बडपाया
barpaya,बरपाया,बरपाया,बापाया,बरपयया
barsa,बरसा,बरसा,बर्ा,बासा
barsaata,बरसाता,बरसाता,बासाता,बर्ाता
barsaataa,बरसाता,बरसाता,बासाता,बरसाटा
barsata,बरसाता,बरसता,बरसाा,बासता
barhad,बरहद,बारहड़,बारहद़,बारहा़
baraat,बरात,बरात,बराट,बाात
barat,बरात,बरात,बाात,बराट
braat,बरात,ब्रात,ब्राट,बृरात
baraamad,बरामद,बारामाद,बररामाद,बारामडद
baramad,बरामद,बरमाद,बामाद,बरमदद
bramad,बरामद,ब्रमाद,ब्रााद,ब्रमडद
baramade,बरामदे,बरामड़े,बरममड़े,बरामद़े
baramde,बरामदे,बरामड़े,बाामड़े,बरममड़े
bare,बरे,बारे,बाये,बेरे
birth,बर्थ,बर्थ,बर्त,बर्च
baljeet,बलजीत,बलजीत,बल्ीत,बाजीत
baljit,बलजीत,बल्जित,बलजजित,बल्जीत
ballabh,बल्लभ,बल्लभ,बा्लभ,बल्ला
balla,बल्ला,बल्ला,बा्ला,बल्ल
balli,बल्ली,बल्ली,बा्ली,बललली
basava,बसावा,बसवा,बसाा,बावा
bastiyon,बस्तियों,बस्तियों,बस्टियों,बा्तियों
bahroopiya,बहरूपिया,बहरूपीय,बहरूपिय,बहरुपीय
bahrupiya,बहरूपिया,बहरूपीय,बहरूपिय,बहरुपीय
bahamaas,बहामास,बहमास,बहाास,बह्ास
bahamas,बहामास,बहमास,बहमसस,बहाास
bahaav,बहाव,बहाव,बहवव,बााव
bahav,बहाव,बहव,बहव़,बाव
bhav,बहाव,भाव,भवव,भॉव
bahavalpur,बहावलपुर,बहवालपुर,बहाालपुर,बहवललपुर
bahawalpur,बहावलपुर,बहवालपुर,बहाालपुर,बहवललपुर
bahuchara,बहुचरा,बहुचारा,बहुचररा,बहुछारा
banthia,बांठिया,बंथिया,बाथिया,बंठिया
banthiya,बांठिया,बंथिया,बंठिया,बाथिया
bandhate,बांधते,बंधाते,बंधतते,बाधाते
bandhte,बांधते,बंधते,बाधते,बनधते
banbi,बांबी,बांबी,बंंबी,बनंबी
bombi,बांबी,बोंबी,बोमबी,बौंबी
bounceron,बाउंसरों,बाउंसरों,बॉउंसरों,बौउंसरों
bowling,बाउलिंग,बोलिंग,बॉलिंग,बालिंग
baku,बाकू,बाकू,बककू,बैकू
bakuu,बाकू,बकू,बाू,बकु
baag,बाग,बाग,बजग,बगग
bag,बाग,बग,बा,बै
bagh,बाग,बाघ,बाग,बगघ
bagabani,बागबानी,बगबानी,बाबानी,बगाानी
bagbani,बागबानी,बगबानी,बाबानी,बग्ानी
bagali,बागली,बगली,बगाी,बाली
bagli,बागली,बगली,बाली,बगलि
baagiyon,बागियों,बागियों,बागीयों,बाग्यों
bagiyon,बागियों,बगियों,बाियों,बगीयों
baago,बागो,बागो,बागों,बगगो
bago,बागो,बागो,बगगो,बैगो
baji,बाज़ी,बाजी,बजजी,बाजि
bazi,बाज़ी,बाई,बैई,बाज
bajaru,बाजारू,बाजरू,बजजरू,बाजाू
bazaru,बाजारू,बारू,बारु,बायू
bajuon,बाजुओं,बाजूओं,बाजुओं,बजजूओं
badh,बाध,बाध,बाद,बाढ
badha,बाधा,बढ़ा,बा़ा,बध़ा
baadhaaon,बाधाओं,बाधाओं,बादाओं,बाढाओं
baadhaon,बाधाओं,बाधाओं,बादाओं,बाढाओं
badhaaon,बाधाओं,बढ़ाओं,बा़ाओं,बध़ाओं
badhaon,बाधाओं,बढ़ाओं,बा़ाओं,बध़ाओं
baadhit,बाधित,बाधित,बादित,बाधीत
badhit,बाधित,बाधित,बधधित,बदधित
baani,बानी,बानी,बाणी,बानि
bani,बानी,बानी,बननी,बैनी
